genero,municipio_de_nacimiento,pais,municipio_direccion,barrio_direccion,estrato,estado_civil,eps,zona,nivel_de_formacion,ocupacion,medio_de_transporte,estado,fecha_de_matricula,jornada,programa,periodo,nivel,edad,periodo_era_mt,anio_periodo,semestre_periodo,estrato_imputado,transporte_imputado,anio_matricula,mes_matricula,desercion
Masculino,Medellín,Colombia,Envigado,San Rafael,2,Soltero(a),SISBEN,Urbana - rural,Básica secundaria,Desempleado,Transporte público,Activo,2021-07-29 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2022-1,SEMESTRE 2,21,0,2022,1,0,0,2021.0,7.0,0.0
Masculino,Medellín,Colombia,Medellín,San Diego,4,Soltero(a),Coomeva EPS,Urbana,Media,Empleado,Transporte público,Graduado,2015-07-21 10:00:00,DIURNA,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2017-1,SEMESTRE 2,27,0,2017,1,0,1,2015.0,7.0,0.0
Femenino,,Colombia,Sabaneta,,4,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2016-03-16 10:00:00,NOCHE,EXT GASTRONOMÍA,2016-1,SEMESTRE 1,27,0,2016,1,0,1,2016.0,3.0,1.0
Masculino,Medellín,Colombia,Sabaneta,San Joaquin,3,Soltero(a),,Urbana,Media,Empleado,Transporte público,Graduado,2015-02-03 10:00:00,DIURNA,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,2015-2,SEMESTRE 2,26,0,2015,2,0,1,2015.0,2.0,0.0
Femenino,Medellín,Colombia,Envigado,El Trianón,3,Soltero(a),EPS Sura,Urbana,Media,Empleado,Transporte público,Graduado,2020-08-10 10:00:00,NOCHE,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,2021-1,SEMESTRE 2,23,0,2021,1,0,0,2020.0,8.0,0.0
Femenino,,Colombia,Envigado,,1,Soltero(a),,Urbana - rural,,,Transporte público,Inactivo,2014-06-21 10:00:00,NOCHE,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2015-1,SEMESTRE 2,24,0,2015,1,0,1,2014.0,6.0,1.0
Masculino,Envigado,Colombia,Envigado,San Rafael,2,Soltero(a),Cruz Blanca  EPS,Urbana,Media,Estudiante superior,Transporte público,Sancionado,2020-02-03 10:00:00,DIURNA,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2020-1,SEMESTRE 1,21,0,2020,1,0,0,2020.0,2.0,1.0
Masculino,Medellín,Colombia,Envigado,La Paz,4,Soltero(a),SISBEN,Urbana,Media,Estudiante superior,Transporte público,Graduado,2015-07-09 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2016-2,SEMESTRE 2,26,0,2016,2,0,1,2015.0,7.0,0.0
Femenino,Itagui,Colombia,Medellín,La Florida,2,Soltero(a),EPS Sura,Urbana,Media,Empleado,A pie,Graduado,2017-05-22 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2018-1,SEMESTRE 2,28,0,2018,1,0,0,2017.0,5.0,0.0
Masculino,Medellín,Colombia,Envigado,Barrio Mesa,3,Soltero(a),Cruz Blanca  EPS,Urbana,Básica secundaria,Estudiante básica,Automóvil,Inactivo,2019-11-21 10:00:00,MEDIA TÉCNICA,PROYECTOS FORMATIVOS MEDIA TECNICA,2018-2,DÉCIMO,18,1,2018,2,0,0,2019.0,11.0,1.0
Masculino,Medellín,Colombia,Envigado,Las Orquídeas,2,Soltero(a),Savia Salud,Urbana,Básica secundaria,Estudiante superior,A pie,Inactivo,2019-11-21 10:00:00,MEDIA TÉCNICA,PROYECTOS FORMATIVOS MEDIA TECNICA,2018-2,ONCE,21,1,2018,2,0,0,2019.0,11.0,1.0
Femenino,,Colombia,Envigado,Alto De Misael,2,,,,,,Transporte público,Activo,2021-04-27 10:00:00,MEDIA TÉCNICA,MEDIA TECNICA MARKETING DIGITAL,2021-1,DÉCIMO,16,1,2021,1,1,1,2021.0,4.0,0.0
Masculino,Medellín,Colombia,Envigado,La Mina,1,Soltero(a),,Urbana,Media,Estudiante superior,Transporte público,Graduado,2018-07-16 10:00:00,DIURNA,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2019-1,SEMESTRE 2,21,0,2019,1,0,0,2018.0,7.0,0.0
Masculino,,Colombia,Envigado,,2,Soltero(a),,Urbana,,,Transporte público,Graduado,2014-06-21 10:00:00,DIURNA,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2017-2,SEMESTRE 2,25,0,2017,2,0,1,2014.0,6.0,0.0
Femenino,Amagá,Colombia,Envigado,Los Naranjos,3,Divorciado(a),EPS Sura,Urbana,Media,Estudiante superior,A pie,Graduado,2020-08-20 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2021-1,SEMESTRE 2,55,0,2021,1,0,0,2020.0,8.0,0.0
Masculino,Medellín,Colombia,Envigado,San José,3,Unión libre,,Urbana,Media,Empleado,Transporte público,Graduado,2015-02-03 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2015-2,SEMESTRE 2,27,0,2015,2,0,1,2015.0,2.0,0.0
Masculino,Segovia,Colombia,Envigado,Barrio Obrero,3,Unión libre,EPS Sura,Urbana,Media,Empleado,A pie,Cancelado,2016-05-31 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2017-2,SEMESTRE 2,34,0,2017,2,0,0,2016.0,5.0,1.0
Masculino,Medellín,Colombia,Envigado,El Trianón,3,Soltero(a),,Urbana,Media,Estudiante superior,Transporte público,Sancionado,2016-06-08 10:00:00,DIURNA,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2017-1,SEMESTRE 1,37,0,2017,1,0,1,2016.0,6.0,1.0
Femenino,Medellín,Colombia,Envigado,El Dorado,3,Separado(a),EPS Sura,Urbana,Media,Desempleado,Transporte público,Graduado,2021-02-08 10:00:00,NOCHE,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,2021-1,SEMESTRE 1,48,0,2021,1,0,0,2021.0,2.0,0.0
Femenino,Envigado,Colombia,Envigado,San José,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Graduado,2015-07-28 10:00:00,DIURNA,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2017-2,SEMESTRE 2,46,0,2017,2,0,1,2015.0,7.0,0.0
Masculino,Medellín,Colombia,Envigado,La Inmaculada,5,Soltero(a),,Urbana,Básica secundaria,Independiente,Transporte público,Graduado,2016-12-15 10:00:00,DIURNA,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2017-2,SEMESTRE 2,26,0,2017,2,0,0,2016.0,12.0,0.0
Masculino,,Colombia,Envigado,El Salado,2,Soltero(a),EPS Sura,Urbana,,Estudiante básica,A pie,Activo,2021-08-20 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,16,1,2021,2,0,0,2021.0,8.0,0.0
Femenino,Yarumal,Colombia,Envigado,La Magnolia,3,Soltero(a),Savia Salud,Urbana,,Estudiante básica,A pie,Inactivo,2020-08-07 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,17,1,2020,2,0,0,2020.0,8.0,0.0
Femenino,,Colombia,Sabaneta,Sabaneta,1,Soltero(a),EPS Sura,Rural,Básica secundaria,Estudiante superior,Transporte público,Inactivo,2016-12-12 10:00:00,DIURNA,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2017-1,SEMESTRE 1,23,0,2017,1,0,0,2016.0,12.0,1.0
Masculino,Medellín,Colombia,Envigado,Vereda - El Escobero,5,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2016-07-07 10:00:00,DIURNA,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2016-2,SEMESTRE 1,23,0,2016,2,0,1,2016.0,7.0,1.0
Masculino,Itagui,Colombia,Envigado,El Chinguí,2,Soltero(a),EPS Sura,Urbana - rural,Media,Empleado,Moto,Inactivo,2017-05-08 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2018-1,SEMESTRE 2,37,0,2018,1,0,0,2017.0,5.0,1.0
Femenino,Medellín,Colombia,Medellín,Buenos Aires,2,,,,,,Transporte público,Activo,2020-09-23 10:00:00,DIURNA,EXTENSIÓN HERRAMIENTAS TICS Y COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA,2020-2,SEMESTRE 1,60,0,2020,2,1,1,2020.0,9.0,0.0
Femenino,,Colombia,Envigado,Los Naranjos,3,Soltero(a),EPS Sura,Urbana,Básica secundaria,Empleado,Transporte público,Inactivo,,,,,,36,0,,,0,0,,,
Femenino,Medellín,Colombia,Envigado,Loma Del Barro,3,Soltero(a),Coomeva EPS,Urbana,Media,Estudiante superior,Transporte público,Graduado,2016-05-18 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2017-1,SEMESTRE 2,44,0,2017,1,0,0,2016.0,5.0,0.0
Masculino,Envigado,Colombia,Envigado,El Salado,2,Soltero(a),COOSALUD EPS,Urbana,Media,Desempleado,Transporte público,Inactivo,2020-01-22 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2020-1,SEMESTRE 1,19,0,2020,1,0,0,2020.0,1.0,1.0
Masculino,Medellín,Colombia,Medellín,El Poblado,6,Soltero(a),Unisalud,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2015-06-18 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2015-2,SEMESTRE 1,6,0,2015,2,0,1,2015.0,6.0,1.0
Femenino,Envigado,Colombia,Envigado,Barrio Obrero,3,Soltero(a),SISBEN,Urbana,Media,Independiente,Transporte público,Graduado,2016-12-13 10:00:00,DIURNA,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2018-2,SEMESTRE 2,23,0,2018,2,0,0,2016.0,12.0,0.0
Masculino,Rionegro,Colombia,Medellín,,3,Unión libre,Coomeva EPS,Urbana,,Independiente,A pie,Inactivo,2021-04-05 10:00:00,MEDIA TÉCNICA,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2021-1,DÉCIMO,16,1,2021,1,0,0,2021.0,4.0,0.0
Femenino,,Colombia,Envigado,El Dorado,3,Soltero(a),,Urbana,Básica secundaria,,Transporte público,Graduado,2016-01-27 10:00:00,DIURNA,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2017-1,SEMESTRE 2,28,0,2017,1,0,1,2016.0,1.0,0.0
Femenino,Envigado,Colombia,Envigado,,3,,,,,,Transporte público,Graduado,2016-11-25 10:00:00,MEDIA TÉCNICA,MEDIA TECNICA TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2016-1,ONCE,22,0,2016,1,1,1,2016.0,11.0,0.0
Femenino,Medellín,Colombia,Envigado,San Rafael,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Graduado,2018-07-19 10:00:00,DIURNA,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2019-1,SEMESTRE 2,29,0,2019,1,0,0,2018.0,7.0,0.0
Femenino,Itagui,Colombia,Envigado,Barrio Mesa,3,Soltero(a),EPS Sura,Urbana,Básica secundaria,Estudiante básica,Transporte público,Sin estado,,MEDIA TÉCNICA,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,,,21,0,,,0,1,,,
Masculino,Envigado,Colombia,Envigado,San Rafael,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,A pie,Sancionado,2018-05-11 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2019-1,SEMESTRE 1,24,0,2019,1,0,0,2018.0,5.0,1.0
Masculino,,Colombia,Heliconia,Pueblito,1,Soltero(a),EPS Sura,Rural,Básica secundaria,Empleado,Moto,Activo,2021-07-29 10:00:00,DIURNA,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,2022-1,SEMESTRE 2,23,0,2022,1,0,0,2021.0,7.0,0.0
Femenino,Medellín,Colombia,Envigado,La Paz,3,Soltero(a),EPS Sura,Urbana,Básica secundaria,Desempleado,Transporte público,Graduado,2017-05-02 10:00:00,DIURNA,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2018-2,SEMESTRE 2,46,0,2018,2,0,0,2017.0,5.0,0.0
Femenino,Itagui,Colombia,Sabaneta,San Joaquin,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2015-12-18 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2016-2,SEMESTRE 2,25,0,2016,2,0,1,2015.0,12.0,1.0
Masculino,Ibagué,Colombia,Envigado,El Dorado,3,Soltero(a),Coomeva EPS,Urbana,Media,Estudiante superior,A pie,Inactivo,2019-07-26 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2020-1,SEMESTRE 1,22,0,2020,1,0,0,2019.0,7.0,1.0
Masculino,Envigado,Colombia,Envigado,La Mina,3,Soltero(a),Suramericana,Urbana,Media,Desempleado,Bicicleta,Activo,2022-01-28 10:00:00,DIURNA,18T-TÉCNICO LABORAL EN GASTRONOMÍA,2022-1,SEMESTRE 1,20,0,2022,1,0,0,2022.0,1.0,0.0
Masculino,Fortul,Colombia,Envigado,San Rafael,2,,,,,,Transporte público,Desertor,2019-02-23 10:00:00,MEDIA TÉCNICA,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2019-1,DÉCIMO,18,1,2019,1,1,1,2019.0,2.0,1.0
Masculino,Medellín,Colombia,Envigado,Barrio Mesa,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,A pie,Graduado,2019-01-17 10:00:00,NOCHE,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,2019-2,SEMESTRE 2,31,0,2019,2,0,0,2019.0,1.0,0.0
Masculino,Medellín,Colombia,Envigado,Barrio Mesa,2,Soltero(a),Coomeva EPS,Urbana,Media,Estudiante superior,A pie,Inactivo,2014-06-21 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2015-2,SEMESTRE 2,28,0,2015,2,0,0,2014.0,6.0,1.0
Femenino,Medellín,Colombia,Envigado,Uribe Ángel,2,Soltero(a),SISBEN,Urbana,Básica secundaria,Desempleado,Transporte público,Inactivo,2016-04-26 10:00:00,NOCHE,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2016-2,SEMESTRE 1,35,0,2016,2,0,1,2016.0,4.0,1.0
Femenino,Envigado,Colombia,Envigado,Uribe Ángel,2,Soltero(a),Cafesalud  EPS,Urbana,Básica secundaria,Empleado,Taxi,Graduado,2016-01-14 10:00:00,DIURNA,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2017-2,SEMESTRE 2,23,0,2017,2,0,0,2016.0,1.0,0.0
Femenino,Nariño,Colombia,Envigado,Barrio Mesa,3,Soltero(a),EMSSANAR,Urbana,Básica secundaria,Estudiante superior,A pie,Graduado,2020-02-07 10:00:00,NOCHE,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2021-1,SEMESTRE 2,21,0,2021,1,0,0,2020.0,2.0,0.0
Masculino,Medellín,Colombia,Envigado,Zuñiga,5,Soltero(a),EPS Sura,Urbana,Básica secundaria,Independiente,Transporte público,Inactivo,2017-06-01 10:00:00,DIURNA,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2017-2,SEMESTRE 1,24,0,2017,2,0,0,2017.0,6.0,1.0
Femenino,Envigado,Colombia,Envigado,,3,,,,,,Transporte público,Inactivo,2018-02-02 10:00:00,MEDIA TÉCNICA,MEDIA TECNICA GASTRONOMÍA INT,2016-1,ONCE,23,1,2016,1,1,1,2018.0,2.0,1.0
Femenino,Envigado,Colombia,Envigado,La Mina,3,Soltero(a),EPS Sura,Urbana,Básica secundaria,Empleado,Transporte público,Graduado,2018-06-15 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2019-1,SEMESTRE 2,25,0,2019,1,0,0,2018.0,6.0,0.0
Masculino,Medellín,Colombia,Medellín,,2,Soltero(a),,Urbana,,Estudiante básica,A pie,Inactivo,2020-07-25 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,7.0,0.0
Femenino,Itagui,Colombia,Envigado,La Mina,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,A pie,Cancelado,2018-07-30 10:00:00,NOCHE,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,2018-2,SEMESTRE 1,23,0,2018,2,0,0,2018.0,7.0,1.0
Femenino,Rionegro,Colombia,Envigado,San José,3,Soltero(a),EPS Sura,Urbana,Media,Empleado,Transporte público,Graduado,2018-11-21 10:00:00,NOCHE,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,2019-2,SEMESTRE 2,49,0,2019,2,0,0,2018.0,11.0,0.0
Masculino,Envigado,Colombia,Envigado,El Salado,2,Soltero(a),,Urbana - rural,,,Transporte público,Inactivo,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,15,1,2020,2,0,0,2020.0,7.0,0.0
Masculino,Cali,Colombia,Envigado,Barrio Mesa,2,Soltero(a),,Urbana,Básica secundaria,Independiente,Transporte público,Inactivo,2017-05-11 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2017-2,SEMESTRE 1,33,0,2017,2,0,0,2017.0,5.0,1.0
Masculino,,Colombia,Envigado,Alcalá,3,Soltero(a),,Urbana,,,Transporte público,Graduado,2014-06-21 10:00:00,NOCHE,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2015-1,SEMESTRE 2,41,0,2015,1,0,1,2014.0,6.0,0.0
Femenino,Itagui,Colombia,Envigado,Las Flores,4,Soltero(a),Salud Total EPS,Urbana,Media,Empleado,Otro,Graduado,2015-02-03 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2015-2,SEMESTRE 2,26,0,2015,2,0,0,2015.0,2.0,0.0
Masculino,Medellín,Colombia,Envigado,La Mina,3,Soltero(a),EPS Sura,Urbana,,Estudiante superior,Transporte público,Activo,2021-04-07 10:00:00,MEDIA TÉCNICA,MEDIA TECNICA MARKETING DIGITAL,2021-1,DÉCIMO,16,1,2021,1,0,0,2021.0,4.0,0.0
Masculino,Envigado,Colombia,Envigado,El Trianón,3,Soltero(a),SISBEN,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2015-02-03 10:00:00,NOCHE,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2015-2,SEMESTRE 2,25,0,2015,2,0,1,2015.0,2.0,1.0
Femenino,Caracas,Colombia,Envigado,El Dorado,3,Unión libre,EPS Sura,Urbana,Media,Empleado,A pie,Graduado,2017-05-12 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2018-1,SEMESTRE 2,29,0,2018,1,0,0,2017.0,5.0,0.0
Masculino,Yarumal,Colombia,Medellín,,3,Soltero(a),SISBEN,Urbana,Básica secundaria,Estudiante básica,Transporte público,Graduado,2017-01-16 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2018-1,SEMESTRE 2,26,0,2018,1,0,0,2017.0,1.0,0.0
Masculino,Ituango,Colombia,Medellín,Santo Domingo Sabio 1,2,Soltero(a),SISBEN,Urbana,Básica secundaria,Estudiante básica,Transporte público,Inactivo,2015-02-03 10:00:00,NOCHE,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,2015-2,SEMESTRE 2,26,0,2015,2,0,1,2015.0,2.0,1.0
Masculino,Medellín,Colombia,Envigado,El Salado,2,Soltero(a),EPS Sura,Urbana,,Estudiante básica,Transporte público,Inactivo,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,15,1,2020,2,0,0,2020.0,7.0,0.0
Masculino,Bogotá,Colombia,Envigado,Las Flores,3,Soltero(a),Suramericana,Urbana,Básica primaria,Estudiante básica,A pie,Inactivo,2020-04-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA MERCADEO Y VENTAS,2021-1,ONCE,17,1,2021,1,0,0,2020.0,4.0,1.0
Femenino,Itagui,Colombia,Envigado,La Mina,2,,,,,,Transporte público,Activo,2020-10-27 10:00:00,DIURNA,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,2020-2,SEMESTRE 1,28,0,2020,2,1,1,2020.0,10.0,0.0
Femenino,Medellín,Colombia,Envigado,El Dorado,3,Soltero(a),Salud Total EPS,Urbana,Media,Empleado,Moto,Graduado,2020-01-29 10:00:00,NOCHE,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2021-1,SEMESTRE 2,35,0,2021,1,0,0,2020.0,1.0,0.0
Femenino,Itagui,Colombia,Envigado,,3,Unión libre,EPS Sura,Urbana,Media,Desempleado,Moto,Graduado,2015-02-03 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2015-2,SEMESTRE 2,39,0,2015,2,0,0,2015.0,2.0,0.0
Femenino,Medellín,Colombia,Envigado,Las Flores,2,Unión libre,EPS Sura,Urbana,Media,Desempleado,Transporte público,Graduado,2018-01-23 10:00:00,DIURNA,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2018-2,SEMESTRE 2,48,0,2018,2,0,0,2018.0,1.0,0.0
Femenino,Itagui,Colombia,Envigado,,3,,,,,,Transporte público,Activo,2020-11-03 10:00:00,DIURNA,EXTENSIÓN - BIOSEGURIDAD,2020-2,SEMESTRE 1,44,0,2020,2,1,1,2020.0,11.0,0.0
Masculino,El Carmen De Viboral,Colombia,Envigado,Los Naranjos,3,Soltero(a),Sanitas EPS,Urbana,Básica secundaria,Empleado,A pie,Activo,2021-07-31 10:00:00,NOCHE,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,2022-1,SEMESTRE 2,22,0,2022,1,0,0,2021.0,7.0,0.0
Masculino,Sabaneta,Colombia,Envigado,La Magnolia,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Moto,Sancionado,2018-07-05 10:00:00,DIURNA,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2020-1,SEMESTRE 2,21,0,2020,1,0,0,2018.0,7.0,1.0
Femenino,Envigado,Colombia,Envigado,La Magnolia,3,Unión libre,EPS Sura,Urbana,Media,Independiente,Transporte público,Sancionado,2018-01-25 10:00:00,NOCHE,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2018-1,SEMESTRE 1,25,0,2018,1,0,0,2018.0,1.0,1.0
Masculino,Itagui,Colombia,Envigado,La Sebastiana,2,Unión libre,EPS Sura,Urbana,Media,Empleado,A pie,Cancelado,2017-01-18 10:00:00,DIURNA,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2017-1,SEMESTRE 2,47,0,2017,1,0,0,2017.0,1.0,1.0
Masculino,Medellín,Colombia,Itagui,Santa María,3,Soltero(a),EPS Sura,Urbana,Media,Independiente,Transporte público,Activo,2022-02-10 10:00:00,DIURNA,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,2022-1,SEMESTRE 1,20,0,2022,1,0,0,2022.0,2.0,0.0
Masculino,Envigado,Colombia,Envigado,El Dorado,2,Soltero(a),Cafesalud  EPS,Urbana,Media,Estudiante superior,Moto,Sancionado,2016-11-28 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2017-2,SEMESTRE 1,23,0,2017,2,0,0,2016.0,11.0,1.0
Masculino,,Colombia,Envigado,El Esmeraldal,2,Soltero(a),EPS Sura,Urbana,,Desempleado,Transporte público,Sancionado,2021-02-09 10:00:00,DIURNA,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,2021-1,SEMESTRE 1,28,0,2021,1,0,0,2021.0,2.0,1.0
Femenino,Yalí,Colombia,Envigado,El Salado,2,Soltero(a),EPS Sura,Urbana,Básica secundaria,Empleado,Moto,Inactivo,2021-02-11 10:00:00,NOCHE,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2021-2,SEMESTRE 2,25,0,2021,2,0,0,2021.0,2.0,0.0
Femenino,Medellín,Colombia,Envigado,Vereda - Las Palmas,2,Soltero(a),Savia Salud,Urbana,Media,Desempleado,Transporte público,Inactivo,2020-01-15 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2020-2,SEMESTRE 2,59,0,2020,2,0,0,2020.0,1.0,1.0
Femenino,Medellín,Colombia,Envigado,El Chinguí,4,Soltero(a),EPS Sura,Urbana,Pregrado,Desempleado,Automóvil,Sin estado,,DIURNA,20T-TÉCNICO LABORAL EN JOYERIA,,,59,0,,,0,0,,,
Femenino,Bello,Colombia,Envigado,San Rafael,2,Unión libre,EPS Sura,Urbana,Media,Desempleado,A pie,Graduado,2017-05-09 10:00:00,NOCHE,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2018-1,SEMESTRE 2,27,0,2018,1,0,0,2017.0,5.0,0.0
Masculino,Itagui,Colombia,Envigado,El Salado,1,Soltero(a),EPS Sura,Urbana,Media,Desempleado,A pie,Graduado,2019-05-31 10:00:00,DIURNA,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2020-1,SEMESTRE 2,22,0,2020,1,0,0,2019.0,5.0,0.0
Masculino,,Colombia,Envigado,Alto De Misael,1,Soltero(a),,Urbana - rural,,,Transporte público,Inactivo,2014-06-21 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2015-2,SEMESTRE 2,38,0,2015,2,0,1,2014.0,6.0,1.0
Masculino,Medellín,Colombia,Bello,Zamora,2,Soltero(a),,Urbana,Media,Independiente,Transporte público,Inactivo,2019-01-25 10:00:00,NOCHE,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,2019-2,SEMESTRE 2,22,0,2019,2,0,0,2019.0,1.0,1.0
